# File: region.txt

# This file holds templates for wilderness regions.

# The complete Middle-Earth map is currently 588 miles high by 882 miles wide. 
# y and x coordinates are for the top left of the region as shown in the D:
# lines (so in particular, that does include spaces).
# Each grid represents 1 square mile.
# Each square mile contains 10x10 portions of wilderness of 22x22 game grids.
# 3 of these 22x22 portions side by side makes up a world_chunk.

# N:region index:region name
# I:difficulty:height:width:y:x
# A:8 adjoining regions
# D:Map of the region using the following legend:
# + Forest
# - Lake
# ~ Ocean
# . Plain
# , Moor/Waste
# ^ Mountain
# _ Swamp
# | Dark Forest
# X Impassable Mountain
# W Impassable Water (Ocean)
# / Desert
# * Snow
# = Town
# & Landmark

N:1:Helcaraxë
I:2:24:42:0:0
A:2:0:0:0:0:0:0:0
D:************************************************
D:*********************************************** 
D:**********************************************  
D:*********************************************   
D:********************************************    
D:*******************************************     
D:******************************************      
D:****************************************                      
D:**************************************          
D:************************************            
D:**********************************              
D:********************************                
D:******************************                  
D:****************************                    
D:***************************                     
D:**************************                      
D:*************************                       
D:************************                        
D:***********************                         
D:**********************                          
D:*********************                           
D:**************   ****                           
D:                                   ...........................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                                   ...........................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                                   ...........................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                                   .........................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                                   .........................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                                   .........................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                                   .........................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                                   .........................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                                   .........................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                                   .........................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                            .......................................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                            .......................................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                            .......................................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                            .......................................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                            .......................................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                            .......................................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                            .......................................................................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D:                     ............................................................................................................................................,,,,,,,,,,,,,,
D:                     ............................................................................................................................................,,,,,,,,,,,,,,
D:                     ............................................................................................................................................,,,,,,,,,,,,,,
D:                     ............................................................................................................................................,,,,,,,,,,,,,,
D:                     ............................................................................................................................................,,,,,,,,,,,,,,
D:                     ............................................................................................................................................,,,,,,,,,,,,,,
D:                     ............................................................................................................................................,,,,,,,,,,,,,,
D:              .................................................................................................................................................................
D:              .................................................................................................................................................................
D:              .................................................................................................................................................................
D:              .................................................................................................................................................................
D:              .................................................................................................................................................................
D:              .................................................................................................................................................................
D:              .................................................................................................................................................................
D:       ........................................................................................................................................................................
D:       ........................................................................................................................................................................
D:       ........................................................................................................................................................................
D:       ........................................................................................................................................................................
D:       ........................................................................................................................................................................
D:       ........................................................................................................................................................................
D:       ........................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:...............................................................................................................................................................................
D:                                                                                           ....................................................................................
D:                                                                                           ....................................................................................
D:                                                                                           ....................................................................................
D:                                                                                           ....................................................................................
D:                                                                                           ....................................................................................
D:                                                                                           ....................................................................................
D:                                                                                           ....................................................................................
D:                                                                                                                       ........................................................
D:                                                                                                                       ........................................................
D:                                                                                                                       ........................................................
D:                                                                                                                       ........................................................
D:                                                                                                                       ........................................................
D:                                                                                                                       ........................................................
D:                                                                                                                       ........................................................
D:                                                                                                                                     ..........................................
D:                                                                                                                                     ..........................................
D:                                                                                                                                     ..........................................
D:                                                                                                                                     ..........................................
D:                                                                                                                                     ..........................................
D:                                                                                                                                     ..........................................
D:                                                                                                                                     ..........................................
D:                                                                                                                                                   .......^^^^^^^^^^^^^^^^^^^^^
D:                                                                                                                                                   .......^^^^^^^^^^^^^^^^^^^^^
D:                                                                                                                                                   .......^^^^^^^^^^^^^^^^^^^^^
D:                                                                                                                                                   .......^^^^^^^^^^^^^^^^^^^^^
D:                                                                                                                                                   .......^^^^^^^^^^^^^^^^^^^^^
D:                                                                                                                                                   .......^^^^^^^^^^^^^^^^^^^^^
D:                                                                                                                                                   .......^^^^^^^^^^^^^^^^^^^^^
D:                                                                                                                                                          .....................
D:                                                                                                                                                          .....................
D:                                                                                                                                                          .....................
D:                                                                                                                                                          .....................
D:                                                                                                                                                          .....................
D:                                                                                                                                                          .....................
D:                                                                                                                                                          .....................
D:                                                                                                                                                                 ..............
D:                                                                                                                                                                 ..............
D:                                                                                                                                                                 ..............
D:                                                                                                                                                                 ..............
D:                                                                                                                                                                 ..............
D:                                                                                                                                                                 ..............
D:                                                                                                                                                                 ..............
D:                                                                                                                                                                 ..............
D:                                                                                                                                                                 ..............
D:                                                                                                                                                                 ..............
D:                                                                                                                                                                 ..............
D:                                                                                                                                                                 ..............
D:                                                                                                                                                                 ..............
D:                                                                                                                                                                 ..............

N:75:South Beleriand
I:2:105:280:343:336
A:39:43:42:41:20:23:24:0
D:............................                                                 .....................                                                                                                                                                                                      
D:............................                                                 .....................                                                                                                                                                                                      
D:............................                                                 .....................                                                                                                                                                                                      
D:............................                                                 .....................                                                                                                                                                                                      
D:............................                                                 .....................                                                                                                                                                                                      
D:............................                                                 .....................                                                                                                                                                                                      
D:............................                                                 .....................                                                                                                                                                                                      
D:.......................................................................................................................                                                                                                                                                                 
D:.......................................................................................................................                                                                                                                                                                 
D:.......................................................................................................................                                                                                                                                                                 
D:.......................................................................................................................                                                                                                                                                                 
D:.......................................................................................................................                                                                                                                                                                 
D:.......................................................................................................................                                                                                                                                                                 
D:.......................................................................................................................                                                                                                                                                                 
D:...................................................................................................................................................                                                                                                                                     
D:...................................................................................................................................................                                                                                                                                     
D:...................................................................................................................................................                                                                                                                                     
D:...................................................................................................................................................                                                                                                                                     
D:...................................................................................................................................................                                                                                                                                     
D:...................................................................................................................................................                                                                                                                                     
D:...................................................................................................................................................                                                                                                                                     
D:...............................................................................................................................................................................                                                                                                         
D:...............................................................................................................................................................................                                                                                                         
D:...............................................................................................................................................................................                                                                                                         
D:...............................................................................................................................................................................                                                                                                         
D:...............................................................................................................................................................................                                                                                                         
D:...............................................................................................................................................................................                                                                                                         
D:...............................................................................................................................................................................                                                                                                         
D:..................................................................................................................................................................................................................                                                                      
D:..................................................................................................................................................................................................................                                                                      
D:..................................................................................................................................................................................................................                                                                      
D:..................................................................................................................................................................................................................                                                                      
D:..................................................................................................................................................................................................................                                                                      
D:..................................................................................................................................................................................................................                                                                      
D:..................................................................................................................................................................................................................                                                                      
D:........................................................................................................................................................................................................................................................................................
D:........................................................................................................................................................................................................................................................................................
D:........................................................................................................................................................................................................................................................................................
D:........................................................................................................................................................................................................................................................................................
D:........................................................................................................................................................................................................................................................................................
D:........................................................................................................................................................................................................................................................................................
D:........................................................................................................................................................................................................................................................................................
D:.......................................................................................................................                                                                             .............................................................................       
D:.......................................................................................................................                                                                             .............................................................................       
D:.......................................................................................................................                                                                             .............................................................................       
D:.......................................................................................................................                                                                             .............................................................................       
D:.......................................................................................................................                                                                             .............................................................................       
D:.......................................................................................................................                                                                             .............................................................................       
D:.......................................................................................................................                                                                             .............................................................................       
D:..................................................................................................                                                                                                  ......................................................................              
D:..................................................................................................                                                                                                  ......................................................................              
D:..................................................................................................                                                                                                  ......................................................................              
D:..................................................................................................                                                                                                  ......................................................................              
D:..................................................................................................                                                                                                  ......................................................................              
D:..................................................................................................                                                                                                  ......................................................................              
D:..................................................................................................                                                                                                  ......................................................................              
D:.............................................................................                                                                                                                              ........................................................                     
D:.............................................................................                                                                                                                              ........................................................                     
D:.............................................................................                                                                                                                              ........................................................                     
D:.............................................................................                                                                                                                              ........................................................                     
D:.............................................................................                                                                                                                              ........................................................                     
D:.............................................................................                                                                                                                              ........................................................                     
D:.............................................................................                                                                                                                              ........................................................                     
D:.................................................                                                                                                                                                                 ...................................                                   
D:.................................................                                                                                                                                                                 ...................................                                   
